"word" "instances" "U.S" "Eng" "Eur" "Row"
"787" "forever" "16" -2.82501377208833e-05 -1.01636390450183e-05 -2.1334478798348e-05 -1.08477372253078e-05
"788" "we.re" "4" -9.21976190040803e-06 -1.40197466093576e-05 -2.48912285180543e-05 -1.56423898559897e-05
"789" "mercy" "3" 4.87761098229738e-05 -2.54149953639848e-05 -2.22959064993586e-05 -1.619821622537e-05
"790" "ignition" "1" 9.26226265342018e-06 4.12984213671653e-05 -2.49069757748415e-05 -1.55983805246219e-05
"791" "other" "6" -1.52827642707984e-05 -1.6489358537563e-05 0 0
"792" "band" "8" -8.38777898784969e-06 0 -2.48354864237649e-05 0
"793" "blurred" "1" 2.85842697366299e-05 2.23263895944866e-05 -6.40578571516689e-06 0
"794" "lines" "1" -6.84968166295888e-06 -2.52164906813486e-05 -2.14322905616592e-05 2.64981823227396e-05
"795" "fox" "1" 5.07140432457611e-06 5.95324368490908e-05 2.8006326989566e-05 0
"796" "run" "13" -9.07520519946236e-06 0 0 5.79840540154716e-06
"797" "sweat" "2" -2.16023522804572e-05 6.97128289086536e-06 4.62037584096706e-05 3.56672382377412e-05
"798" "thriller" "1" 2.00061314290555e-05 -3.58694006138883e-07 4.6026477698228e-05 -1.45415835621352e-05
"799" "ghostbusters" "2" -1.97561642002843e-06 -4.35302013344817e-06 -1.78470302857533e-05 2.79307596848296e-05
"800" "innocence" "2" -1.42405623144464e-06 -2.59618808800733e-05 -2.06048716100775e-05 1.10526493620288e-05
"801" "stone" "4" -2.65943156322842e-07 0 0 -1.63744084720134e-05
"802" "follow" "7" -3.2499093944922e-05 -3.38214579584688e-06 -8.75675710150585e-06 0
"803" "escape" "3" -1.69206585239747e-05 -1.80433699798858e-05 5.90269054003559e-07 0
"804" "pretender" "2" -1.53213370974738e-05 -1.99319747506946e-05 -1.67169565958344e-05 -1.38925222046791e-05
"805" "tequila" "1" 3.75057351477351e-05 -4.08897195689768e-06 -2.04594854114479e-05 -1.54722226950046e-05
"806" "shadow" "5" -1.0295768009619e-05 -2.09844422809822e-05 -1.40743770199798e-05 0
"807" "there" "35" -2.56112865700973e-05 -1.0219219171341e-05 -2.48748963787828e-05 -1.4045174748594e-05
"808" "delilah" "3" 0 -1.89757592486844e-05 1.30862979263105e-05 0
"809" "jesus" "3" -4.41705510874311e-06 -2.4402473598611e-05 -4.99950396013953e-06 0
"810" "rehab" "1" 3.23094273721234e-05 -2.4730826393823e-05 1.12572050891308e-05 1.92610940734968e-05
"811" "dreamlover" "1" 2.3093833627298e-05 -1.05267604327712e-05 -1.10682211240023e-05 9.11113694537888e-05
"812" "wuthering" "1" -2.43003176276728e-05 7.33181182670065e-05 3.30774285391774e-05 -1.58328669956498e-05
"813" "heights" "1" -2.42997022272213e-05 7.33162615010262e-05 3.30765908602315e-05 -1.58324660316111e-05
"814" "reach" "2" -2.99809187909167e-05 -2.54616589331354e-05 -1.22965492867539e-05 2.01530133376703e-05
"815" "spaceman" "1" -3.65912966093882e-05 1.22275364172821e-05 9.00555567925648e-05 -1.07996678944451e-05
"816" "winchester" "1" 3.24199770816692e-05 5.45193651702218e-05 -5.78891857731089e-06 -1.59579589679602e-05
"817" "cathedral" "1" 3.24191561980645e-05 5.45179847234408e-05 -5.78877200014531e-06 -1.59575549076228e-05
"818" "superstition" "1" 7.42909294345613e-05 -7.33203221127993e-06 -7.83257753571845e-06 -1.62129345027094e-05
"819" "doo" "4" -1.08333084291383e-05 0 -2.50525346749442e-05 0
"820" "wop" "1" 2.19937779697279e-05 -1.29657623938879e-05 -1.38706145200015e-05 7.05952229665547e-05
"821" "real" "10" -2.2145534976519e-05 -2.54758405344448e-05 -2.46549238202249e-05 1.04222219770163e-05
"822" "slim" "1" 4.05425455019446e-06 8.71728621874253e-06 3.40938647099762e-05 -1.64541366771405e-05
"823" "shady" "2" -6.50835483687109e-06 -9.97306865024087e-06 -2.41264524776377e-05 0
"824" "justify" "1" 9.28397165149e-06 -1.92302091941952e-06 2.25473199685666e-05 4.1937492414308e-05
"825" "shack" "2" -2.98290100021919e-05 -1.87073092346962e-05 -9.0823173292087e-06 7.95036567824815e-06
"826" "stay" "11" -1.38607383777041e-05 -1.07029197571635e-05 -2.50050689640642e-05 0
"827" "shy" "3" 2.5685162153304e-06 -9.96802563413537e-06 -1.81315889117932e-05 0
"828" "crush" "1" -6.86594961922428e-06 3.50129486783612e-05 1.5845797458647e-05 -1.21451912460745e-05
"829" "batdance" "1" -1.19115091175029e-06 1.79358542399794e-05 2.93481065235632e-05 8.95477186185256e-05
"830" "lambada" "1" -2.41872912939206e-05 -1.08944611620313e-05 9.84848702157454e-05 6.64747149798e-05
"831" "yes" "4" -3.74439023939913e-07 0 -2.48378936955786e-05 -1.35760310542366e-05
"832" "sir" "3" 6.524407346124e-07 -2.51562290456683e-05 -2.49223608113895e-05 -1.63800516858612e-05
"833" "boogie" "13" 5.56530081269351e-06 0 0 0
"834" "daddy" "4" 9.70899191154559e-06 -1.06823917596482e-05 0 0
"835" "cool" "4" -3.23041997854575e-05 -1.74479465047014e-06 -2.43936429597064e-05 0
"836" "live" "16" -2.80079346590002e-05 -1.00765009035727e-05 -2.1151567262139e-05 -1.07547339558572e-05
"837" "discotheque" "1" -2.58701467146379e-05 1.73493618639744e-05 3.15574931530425e-05 7.11419806752791e-05
"838" "womanizer" "1" 2.21715696498016e-06 -3.28478565528238e-06 2.50652609600074e-05 -1.57213467412967e-05
"839" "playground" "2" 2.22487270557584e-06 1.25318334913206e-05 0 0
"840" "loco" "3" 2.17764354077014e-05 4.82552280596274e-06 -1.3683331905333e-05 0
"841" "motion" "5" -3.54259954063311e-06 -2.58237257705641e-05 0 -1.61385651179401e-05
"842" "dragostea" "1" -2.92684545074936e-05 -8.33807289279152e-06 7.83764716100701e-05 -8.33030458163998e-06
"843" "din" "1" -5.97112797457938e-09 -1.60775129000848e-05 -2.44110320724451e-05 0
"844" "tei" "1" -1.07323820678816e-05 0 0 -1.49807364124421e-05
"845" "vertigo" "1" -9.4421604067933e-06 -1.91444940839617e-06 1.87072418701993e-05 7.46952028822579e-05
"846" "supastar" "1" -2.35059475838903e-05 2.68022060352265e-05 5.02943385839896e-05 -1.5022380649664e-05
"847" "flow" "3" 0 -2.45258237195522e-06 -1.02139384362987e-06 0
"848" "teenage" "3" 6.08983450093367e-06 -1.59932905068858e-05 0 -1.59499311518462e-05
"849" "survivor" "1" 8.06784991037578e-07 -1.91372652001037e-06 1.36926666343117e-05 4.77532961099824e-05
"850" "final" "2" -4.00681165081998e-06 -1.63182198478513e-05 -9.4108107236193e-06 4.94436688327104e-05
"851" "countdown" "1" -1.9025125998844e-05 3.65012487330325e-05 8.5819143395259e-05 0
"852" "underneath" "2" -7.38196633463858e-06 -2.54129850929201e-05 -2.15715518545003e-05 0
"853" "clothes" "1" -1.43278591250374e-05 1.15957017744909e-05 3.79015921525553e-05 -1.5225939064871e-05
"854" "become" "1" -2.34358795679594e-05 -1.63341626220926e-05 0 -1.6326051968448e-05
"855" "X1" "11" 0 0 0 0
"856" "shaddup" "1" -2.55055701429687e-05 6.29798295705031e-05 3.45498730552187e-05 -1.62832712087442e-05
"857" "postman" "3" 3.5670473924555e-05 -1.72938227285307e-05 0 0
"858" "wild" "15" -1.51309283664027e-05 -1.6325534989539e-05 0 0
"859" "isla" "1" -3.21735348471556e-05 -1.25479625667256e-05 -1.73901113780832e-05 0
"860" "bonita" "1" -1.40984401118537e-05 1.34700668694293e-05 6.71040406958082e-05 -1.61883469491435e-05
"861" "dizzy" "1" 3.37058313327024e-05 5.34656730841932e-05 5.56455423802123e-06 -1.62726242654934e-05
"862" "dani" "1" 1.02600821586821e-05 1.4929314392159e-05 -5.28384196889036e-06 -1.4874583077186e-05
"863" "enjoy" "1" 7.10592484314112e-06 -9.91413357510805e-06 4.74781079749448e-05 -1.61867186294866e-05
"864" "best" "10" -1.56622264828525e-05 -1.45313293784062e-05 -7.89916488054396e-06 0
"865" "una" "2" 0 -2.3516854443179e-05 3.8585575886755e-05 -1.55449880123079e-05
"866" "paloma" "2" -3.3683505748879e-05 -2.35156722758617e-05 -1.02984610456928e-05 0
"867" "blanca" "1" -2.94535647373758e-05 3.70538774271963e-05 5.51282126543989e-05 -3.75067210751891e-05
"868" "matter" "6" -5.03785103786805e-06 -2.43077645873248e-05 -2.48627452631238e-05 0
"869" "stranger" "7" -3.38805603706015e-05 -2.35062192142966e-05 5.81494423953673e-06 -1.53264490275852e-05
"870" "nikita" "1" -2.08777415004993e-05 4.58788028876557e-05 5.76746367971052e-05 -1.20689081063232e-05
"871" "instant" "1" 3.32741888686341e-05 1.40992464455637e-05 1.72451473386378e-05 -1.61293725244109e-05
"872" "gal" "3" -1.26150907628076e-05 0 0 -1.55340551361815e-05
"873" "kalamazoo" "1" 4.67332286126429e-05 0 -2.47927818123701e-05 -1.60834362691711e-05
"874" "change" "8" 5.94315587052475e-07 0 0 -1.25279211235856e-05
"875" "earth" "5" -2.95089864297635e-05 -2.45172227913455e-05 7.57085996231711e-06 9.07575422354138e-06
"876" "cracklin" "1" 3.12423146925527e-05 5.59777967447955e-05 -3.17317506889756e-06 -1.51892399222807e-05
"877" "rosie" "1" 3.12415303010213e-05 5.59763913268506e-05 -3.17309540093199e-06 -1.51888585705378e-05
"878" "sunday" "7" -1.38228764343044e-05 -5.10177486204019e-06 0 -1.59892174769743e-05
"879" "footloose" "1" 2.75181061293479e-05 6.421223684513e-05 -9.51279776066454e-06 0
"880" "bangkok" "1" -5.28152287595512e-06 2.59009938318105e-05 7.50754340599608e-05 0
"881" "late" "6" -1.35534927542218e-05 -1.08138120768921e-05 0 -3.74474256315822e-05
"882" "opposites" "1" 1.06910180488853e-06 1.86362087020735e-05 6.37661351357873e-06 1.96329598630097e-05
"883" "attract" "1" 1.06907497808423e-06 1.86357410666047e-05 6.37645350621364e-06 1.963246721622e-05
"884" "family" "5" -3.22682077233585e-05 -1.56236149169577e-05 -8.24892431678217e-06 -1.53052995507927e-05
"885" "affair" "2" 6.16491047596224e-05 2.49238292696512e-07 -1.27401196680752e-05 6.57645922787338e-06
"886" "joker" "1" 2.68564752368347e-05 4.75479619498136e-05 1.26946049595685e-05 0
"887" "candy" "6" -2.95112675829985e-05 8.47111019684479e-06 -2.11561900399919e-05 -1.6146116831936e-05
"888" "shop" "3" 3.02368726906885e-05 -2.49896565734322e-05 0 0
"889" "dark" "6" -5.54118494653111e-06 0 0 0
"890" "going" "8" -2.52487446596553e-05 -1.11206865814486e-05 -6.02794055682737e-06 0
"891" "tough" "3" -2.71456397225528e-06 -1.90600175518758e-06 -9.16499707920551e-06 -1.06929871254933e-05
"892" "X19" "2" 0 0 0 0
"893" "dirty" "4" -2.19995986512582e-05 -2.51112071705791e-05 -7.39550416152156e-06 0
"894" "champions" "1" 3.3520698756527e-05 4.98002412760748e-06 9.93627087509075e-06 -1.40682396194334e-05
"895" "speed" "1" -1.97479532590446e-06 -6.69387438171206e-06 1.17100117877028e-05 7.11449534352302e-05
"896" "sound" "4" -2.57437174911879e-05 -1.81819252147812e-05 -4.79640740396391e-06 0
"897" "eloise" "1" -3.2216256293582e-05 5.00255170698797e-05 5.76648692460616e-05 0
"898" "banana" "1" -1.5852569880597e-06 0 0 -1.43590120564057e-05
"899" "boat" "4" 1.29313630448723e-06 0 0 0
"900" "respect" "3" 2.84464409589502e-05 -2.50393070603056e-05 -2.03204707853677e-05 0
"901" "quit" "2" -5.52799338137902e-06 -2.56691043040052e-05 -1.80821407467921e-05 9.77282211210106e-06
"902" "playing" "2" -3.19544744970252e-05 1.01351102475923e-05 2.33496944717372e-05 -1.06844151632704e-05
"903" "games" "5" -3.37700978275428e-05 -2.56837419827538e-05 -9.81120361861731e-06 3.38943955101588e-05
"904" "view" "1" 7.41234821686447e-06 1.96260135545689e-05 5.74013466044717e-05 0
"905" "shore" "1" -3.22124418982593e-05 1.29844921581405e-05 5.13643980831255e-06 -9.67018448720157e-06
"906" "kisses" "1" -3.35723297023718e-05 2.455219245613e-05 6.27905302091064e-05 -3.73752075392228e-05
"907" "personality" "2" 2.74787161433054e-05 0 0 -1.61632130911352e-05
"908" "begin" "2" -2.28610265829966e-05 -1.62531769153397e-05 0 -1.58656583216712e-05
"909" "beguine" "1" 4.95665998173202e-05 0 0 -1.54015026924923e-05
"910" "uptown" "2" 0 6.70554145066343e-06 1.24381466991081e-05 -1.45997343823343e-05
"911" "naturally" "1" 4.32589237995315e-05 2.114910407014e-05 -2.13555017755644e-05 4.71180156231946e-05
"912" "grace" "2" -8.06501043562904e-07 -2.09178854875436e-05 -2.46258431785742e-05 0
"913" "kelly" "1" -2.3672537572791e-05 9.02885771178624e-06 2.83384252966059e-05 2.0641551158635e-05
"914" "talk" "8" 1.78892424187935e-06 -1.79565593371916e-05 -2.29100257400918e-05 0
"915" "anymore" "5" -2.53871794606201e-05 -4.29256152048361e-06 -1.62157164605621e-05 -1.62770776488329e-05
"916" "leaf" "1" 2.96397394875619e-05 -1.62426020398411e-05 0 -1.06729182074379e-05
"917" "tell" "20" -2.1893528713656e-05 -2.51859368869065e-05 -2.43743618369766e-05 1.03036217619417e-05
"918" "nights" "11" -1.34263977207417e-05 8.67303019210216e-06 -2.07236106931635e-05 0
"919" "satin" "1" 3.85779287976773e-05 2.24269929321132e-05 2.57209071926837e-05 0
"920" "bird" "5" 5.82128430307226e-06 0 0 0
"921" "lou" "1" -2.54189336821999e-05 -1.60277356903049e-05 -2.14220940668039e-05 -1.60423174403211e-05
"922" "game" "7" -3.36773066112705e-05 -2.56131699142577e-05 -9.78424504948565e-06 3.38012627570272e-05
"923" "work" "2" 1.42999157555507e-05 2.87210047192205e-06 -9.17642049215935e-06 0
"924" "train" "12" -3.36397570702597e-05 -1.85912257794059e-05 9.97767963208597e-06 -1.38442288027527e-05
"925" "misunderstood" "1" -6.77282607144598e-06 -8.93766249002267e-06 5.29629382659377e-05 -9.64000364125765e-06
"926" "should" "8" -2.80129119304718e-05 9.04063382774578e-06 -9.28686093546647e-06 0
"927" "lucky" "6" -2.94964140633013e-05 -2.52583466043109e-05 1.2392637063807e-05 -8.24963373409651e-06
"928" "jenny" "1" -1.29609566486671e-05 -8.25712072878384e-06 2.26047417846969e-05 7.04577923327766e-05
"929" "block" "2" -2.81298833232301e-05 -1.61984182708783e-05 -2.10951903790428e-05 2.62066561533926e-05
"930" "single" "2" 2.01611891433302e-06 -2.00205981175204e-05 -1.88429535086563e-05 0
"931" "ladies" "2" 3.37946843922621e-06 -2.46717814491853e-05 -6.70931407990785e-06 -1.55585389632451e-05
"932" "singing" "2" 0 1.71779375359542e-05 -2.331990465355e-05 0
"933" "blues" "24" -3.36365215005581e-05 -2.54084161859751e-05 7.90021008556641e-06 -1.55484511324959e-05
"934" "bitter" "1" 1.3193617734804e-05 -6.17329005137056e-06 1.4227610362681e-05 -1.50442268543771e-05
"935" "symphony" "4" 1.54371592638089e-05 -1.91182257087811e-05 -2.45776632507911e-05 0
"936" "gangnam" "1" -1.01694437174856e-05 7.63000806355762e-06 1.1780470365232e-05 0
"937" "style" "2" -2.51993595518833e-05 -2.45162932770628e-05 -1.47825763497506e-05 8.80206084092481e-06
"938" "telephone" "2" 2.64973099122008e-07 2.41627558686471e-05 -2.09404725335829e-05 0
"939" "frenesi" "1" 4.03779859058031e-05 0 -2.46592570670422e-05 -1.24373495601064e-05
"940" "tangerine" "1" 2.94647764682879e-05 -2.49138421174148e-05 -2.46701747836475e-05 -1.19753390176991e-05
"941" "hanging" "1" -2.77106892431214e-05 -2.33222289651868e-05 9.11367154012529e-06 7.37374124804699e-06
"942" "moment" "8" -1.28648515146465e-05 -1.42434429050464e-05 0 -1.55807248894761e-05
"943" "shape" "2" -2.09794267220822e-05 -2.37912712230277e-05 -1.44185643096689e-05 -1.31459886143334e-05
"944" "kokomo" "1" 8.98362373751526e-06 -7.71088815013738e-07 -9.97410885080677e-06 6.86286934270607e-05
"945" "cocktail" "1" -7.24650403653683e-06 0 -2.46591097197058e-05 0
"946" "patricia" "1" -2.92120618196748e-07 9.42399348402768e-06 -1.00768576219761e-05 -1.52000429620498e-05
"947" "johnny" "7" -1.72066296108129e-05 -1.50185540980606e-05 -2.43142083037515e-05 -1.55329569111381e-05
"948" "b" "3" -2.03830912668566e-05 -2.31150097244118e-05 -1.40087198832597e-05 -1.27723168639768e-05
"949" "goode" "2" -3.49860421677794e-05 8.34288021080021e-06 3.11398048934391e-07 0
"950" "drop" "2" 0 -1.84016619483968e-06 -6.34879449540672e-07 -1.48474019255496e-05
"951" "independent" "3" -5.9192541156374e-06 -1.85023780306476e-05 -2.33982009510399e-05 0
"952" "women" "2" -1.44394277836369e-05 -4.16997004059572e-06 -1.84202719403529e-05 0
"953" "photograph" "2" -6.54979574985702e-06 -1.97857377381766e-05 -1.03751617943792e-05 -1.57413364677484e-05
"954" "tripper" "1" 7.25172958304153e-06 -4.6872999357239e-06 0 0
"955" "rhinestone" "1" 3.70470182308782e-05 4.20741158353396e-05 -7.26778562118585e-06 0
"956" "cowboy" "1" -4.15997194127039e-06 0 0 0
"957" "puppet" "1" -3.49665711447228e-05 5.12032374814368e-05 3.32438376981204e-05 0
"958" "string" "2" 2.34756297392293e-05 0 0 -1.52083035579015e-05
"959" "two" "16" -3.24276316047088e-05 -5.39604951937614e-06 -1.76413640249354e-05 -1.55278272133133e-05
"960" "hearts" "11" 0 5.08985494706889e-06 1.82361892594198e-07 -1.54829859076942e-05
"961" "was" "13" 0 1.23635591515804e-05 1.14359266049414e-05 0
"962" "try" "5" -1.02449867448326e-05 -2.35942577039025e-05 -2.07988643166959e-05 0
"963" "dolly" "1" 5.24795147596028e-05 4.03386318539206e-06 -9.30765956683171e-06 -1.37224473812401e-05
"964" "delicado" "1" 2.27445783665538e-05 -1.06058055702533e-05 -2.37654737662755e-05 -9.32859248661472e-06
"965" "pennies" "1" 4.44286803169069e-05 0 -2.38040197185728e-05 0
"966" "morning" "10" -1.90230194619921e-05 -2.45650216094732e-05 -1.77640474409431e-05 2.67481429138211e-05
"967" "nine" "1" 0 0 2.53403076444651e-05 0
"968" "after" "8" -1.22769705594447e-06 3.69941193487866e-06 0 0
"969" "sex" "7" -2.74827825314728e-06 -1.78336498702423e-05 0 0
"970" "thunderdome" "1" -4.69642843447438e-06 3.5048750250064e-05 5.60615578210034e-05 0
"971" "evergreen" "1" 4.8458740243261e-05 2.27751575307269e-05 -2.08036862802472e-05 -1.46422072948847e-05
"972" "mule" "3" -8.56955468674439e-06 0 -2.38669113662309e-05 0
"973" "rush" "3" -1.0868939791152e-05 -2.30391459925106e-05 0 0
"974" "greatest" "5" -3.24041694481616e-05 -2.25754539287077e-05 1.83405151305996e-06 -1.51258422886222e-05
"975" "till" "4" -8.46704463394146e-06 -1.8650047857466e-05 -1.38772277093969e-05 0
"976" "turn" "18" 7.85989285652946e-06 -3.97850191019358e-06 0 0
"977" "living" "10" -3.09667444814208e-05 -1.65640077377455e-05 1.43582807923648e-05 0
"978" "years" "4" 5.11904754805335e-06 -1.31468088029084e-05 -1.29398742030796e-05 -1.5674571593584e-05
"979" "mrs" "3" 1.86665189865894e-05 -1.21976600273941e-05 -1.64448459978893e-05 -1.40505600559452e-05
"980" "robinson" "1" 6.83078747343482e-05 1.97920511374373e-05 -1.31615727891666e-05 -1.31982308540163e-05
"981" "arthur.s" "1" 5.06447642508014e-05 -1.76098273402242e-05 -4.80098949476092e-06 -1.20213826872738e-05
"982" "many" "2" 0 5.07194976377438e-06 1.81720376647911e-07 -1.54285195813437e-05
"983" "splendoured" "1" 1.90307883145613e-05 7.39141208500027e-06 -1.88393012812066e-05 0
"984" "believes" "2" -2.37579794726482e-07 -1.44138288156724e-05 0 -1.50623183681932e-05
"985" "mississippi" "1" 0 7.03004585071263e-05 4.27794606303428e-05 -3.59524878073229e-05
"986" "true" "9" -1.84085740456656e-05 -1.0011781859716e-05 -2.3653200798372e-05 0
"987" "prisoner" "1" 2.36603830930856e-05 0 0 -9.86713056303297e-06
"988" "tide" "3" 0 2.83757112523159e-05 4.03108243292649e-06 -1.54623815409468e-05
"989" "wooden" "2" -4.81312399387159e-06 0 0 -1.10013006881966e-05
"990" "clair" "1" 1.77366357278098e-06 4.18244516235604e-05 8.57068644984279e-06 -1.45286711561356e-05
"991" "jane" "1" 0 -2.36797390455123e-05 1.81560737748675e-05 -1.02704381363312e-05
"992" "X9" "1" 0 0 0 0
"993" "woody" "1" 1.89599848727121e-05 -2.02294010021267e-05 -2.38246023165274e-05 -1.55814060704363e-05
"994" "woodpecker" "2" -1.10541699858711e-05 -1.56289578645339e-05 0 0
"995" "behind" "4" -1.15679029393888e-06 -2.38045208695202e-05 -1.06391424558537e-05 0
"996" "pon" "1" -3.21857316075191e-05 -2.17588861690104e-05 9.66410340215517e-06 0
"997" "de" "7" -9.77497382829688e-06 -1.51302100359026e-05 0 0
"998" "replay" "2" 1.5023669690552e-06 -1.03483737454359e-05 -1.16809618774477e-05 0
"999" "breathe" "6" -1.04415961692377e-05 -2.39660746012633e-05 -2.09766946902641e-05 0
"1000" "amore" "1" 2.8686860297202e-05 9.17749775053176e-09 0 -1.48366030781826e-05
"1001" "seeing" "1" 2.09765865037149e-05 -1.55287482681969e-05 -2.33718729698676e-05 -1.54807558087248e-05
"1002" "video" "2" -2.33412835773792e-05 -2.3653037554896e-05 -9.90740168189376e-06 0
"1003" "killed" "1" -1.92411232027598e-05 4.45632652979639e-05 6.33233126791883e-05 0
"1004" "radio" "4" 0 -1.5526148071142e-05 1.38856015496891e-05 -1.55184386334223e-05
"1005" "herre" "1" 8.6529596270758e-06 1.07834576218246e-06 -2.6524151963017e-06 -1.44709428518519e-05
"1006" "sailing" "2" 1.86547907709839e-05 -1.07642557820123e-05 -1.68931594414089e-05 -1.28593667666194e-05
"1007" "humps" "1" 1.82840156213773e-06 2.91031387437456e-05 5.65751748601313e-06 0
"1008" "besame" "1" 2.6205343587122e-05 -2.16188923785425e-05 -2.36528455503415e-05 -1.1932537739884e-05
"1009" "mucho" "1" 2.62047168299627e-05 -2.16183753162293e-05 -2.36522798416631e-05 -1.19322523475772e-05
"1010" "off" "14" -2.04840040641011e-05 -2.41954983753723e-05 -2.35663746156214e-05 1.29092165541122e-05
"1011" "cloud" "2" -1.57913669233033e-06 -2.16095890395635e-05 0 -1.47451015421372e-05
"1012" "temperature" "1" 2.84125716030625e-05 -1.89513163243244e-05 -2.03161843224094e-06 5.260434003568e-06
"1013" "boo" "3" -1.14485408992268e-05 0 -2.35958373013078e-05 0
"1014" "tom.s" "1" -4.06117523801753e-07 -1.55046370330385e-05 4.45373881530253e-05 5.65835347936531e-06
"1015" "diner" "1" -4.06107822924537e-07 -1.55042666757618e-05 4.45363242941453e-05 5.65821831900129e-06
"1016" "robin" "3" -2.28946131961297e-06 0 0 0
"1017" "gettin" "2" 0 3.35751666431622e-06 -9.99508536389521e-06 -1.48900936262767e-05
"1018" "jiggy" "1" 5.43611701382956e-06 -1.21614115821766e-05 1.49951129157542e-05 1.04819015370816e-05
"1019" "wit" "3" -1.43324387103957e-05 -1.54640035287945e-05 0 0
"1020" "immortal" "1" 0 -1.81936911717791e-05 4.38975417374594e-06 4.48325533287616e-05
"1021" "mind" "18" -1.08797633441604e-05 -1.92398296529752e-05 -2.01883190652344e-05 -1.54077681515639e-05
"1022" "set" "6" -2.30779062916716e-05 -1.09039867504253e-05 -2.32990858064752e-05 -1.45616792033205e-05
"1023" "london" "1" -7.96378344849232e-07 -2.99190486871839e-06 2.34343367118578e-06 4.85637322722788e-05
"1024" "smile" "9" 9.4661375369762e-06 -2.41298239961767e-05 -2.30067367260802e-05 0
"1025" "ordinary" "2" -2.03889472879059e-05 -2.38922977885065e-05 1.07921260220027e-07 4.53844949580426e-05
"1026" "navy" "1" 2.80909317354257e-06 9.5912903551895e-06 3.75378991618086e-05 -1.52379669740733e-05
"1027" "fast" "3" 0 2.73604317720657e-06 1.8896822829794e-05 0
"1028" "lover" "15" -1.81735039136293e-05 -2.36106656024089e-05 -1.1409896347967e-05 -9.18107592409602e-06
"1029" "lovefool" "1" -1.64530343316881e-05 5.18718240438524e-06 8.96319148612398e-06 7.88994845645413e-05
"1030" "knowing" "2" -8.57609244740865e-06 4.0297111434603e-05 3.80474524571418e-05 0
"1031" "darlin" "2" -2.69773927434143e-05 -1.80757016518645e-06 0 0
"1032" "hustle" "1" 3.37414714031294e-05 1.69675248910244e-05 -9.32393291821087e-06 -1.45840537281017e-05
"1033" "groove" "5" -1.80207154177093e-05 -2.22416388248528e-05 -5.32498837427857e-06 -1.52223903051113e-05
"1034" "drops" "1" 7.78674899534197e-06 -2.36822896432873e-05 0 0
"1035" "jupiter" "1" 2.00061490918114e-05 -1.42744003175444e-05 -3.4328360647698e-06 -1.52198575818717e-05
"1036" "wash" "2" -3.20141137605695e-05 -1.73972415295636e-05 3.60675184628074e-07 7.51079890745738e-06
"1037" "sexual" "1" 1.97686122147697e-05 2.77115362197616e-05 -1.41031907291614e-05 -1.48986400942928e-05
"1038" "healing" "1" 1.9768142383697e-05 2.77108776130447e-05 -1.41028555454289e-05 -1.48982860054988e-05
"1039" "told" "5" -1.7755654653801e-05 -1.66317545069006e-05 -1.03554442587607e-06 0
"1040" "name" "18" -3.05402001550568e-05 -2.31930062546603e-05 -1.31521934302537e-06 -1.53689760888575e-05
"1041" "bobby" "1" 6.19100135317982e-05 1.33565898199043e-05 -1.20171479392425e-05 -1.42488931794193e-05
"1042" "mcgee" "1" 6.19085431248646e-05 1.33562725913792e-05 -1.20168625234164e-05 -1.42485547580537e-05
"1043" "ray" "1" -2.26348832018515e-05 -8.60808469408438e-06 -1.20131533510441e-05 -1.50436893671425e-05
"1044" "wonderful" "11" 6.72351559537169e-07 -2.14562131257118e-05 -1.62985300860529e-05 0
"1045" "eleanor" "1" 2.17039405428082e-05 7.07695220493835e-05 -6.99713622133996e-06 0
"1046" "rigby" "1" 2.1703425364652e-05 7.07678422202385e-05 -6.99697013298702e-06 0
"1047" "numb" "2" -3.42960362097534e-05 1.52414184424578e-05 -4.76168749602435e-06 0
"1048" "encore" "2" -3.19809839088115e-05 4.62424623103249e-07 4.55951644966409e-06 0
"1049" "saints" "1" -3.04625366371525e-05 2.5539546073293e-05 2.46555745618475e-05 -1.46366250724884e-05
"1050" "coming" "7" 7.67824939391695e-07 -2.37676130984553e-05 -1.66922181677683e-05 0
"1051" "chance" "6" -2.81244206932026e-05 -1.74371407783573e-05 -1.32924098699982e-05 -1.08368801384478e-05
"1052" "shame" "6" 1.68075459546217e-06 -2.31627475705982e-05 0 0
"1053" "wheel" "2" -6.40426601633464e-06 -1.35643512749488e-05 -1.97302906598378e-05 0
"1054" "fortune" "1" 5.83465526961803e-05 -2.14378931847085e-05 0 0
"1055" "bizarre" "2" -1.86038064672134e-05 -1.17784868075825e-05 -5.77316169061579e-06 0
"1056" "our" "7" 2.37407326019235e-05 -1.93547770717426e-05 0 0
"1057" "X7" "4" 0 0 0 0
"1058" "seconds" "1" -1.90271629466836e-05 -7.43839123074657e-06 6.43558641028703e-05 -5.82100747479187e-06
"1059" "hurts" "3" -2.6214324872178e-05 4.82925645194001e-06 -6.29813552284505e-06 0
"1060" "horse" "2" -8.96126413971313e-06 -1.59126934044317e-05 -1.46808063284558e-05 -1.52876395429069e-05
"1061" "tender" "2" -4.73592034681253e-06 -1.53332219913088e-05 0 -1.50471866157243e-05
"1062" "busy" "1" 1.05777931915527e-06 -1.72460876090862e-05 1.64120020411183e-05 1.48231378626973e-05
"1063" "impress" "1" -1.14458328077919e-05 2.37975020041958e-05 3.64971705456627e-05 0
"1064" "omg" "1" -3.40825581315364e-06 2.07647975032768e-05 -1.79781923756673e-05 0
